mol,Name,Source,Tox,CAS,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
O1c2c(cccc2)Cc2c1cccc2,9H-Xanthene,NIST2DMolFile,3.9530001,92-83-1,30.34993,0,0,1,1,0,0,12,0,24,0,0,14,13,28.714102,1.1964209,0,0,13,0,0,10,0,0,1,0,0,1.7016906,-2.4027565,-0.60587639,0.64409333,2.3789544,-2.274698,-0.50732177,0.74949759,2.5406055,-2.1015248,-0.45635542,0.79964811,2.683274,12.84807,0,0,12,26,0,16,0,0,0,14,0,9.3804693,7.7341571,7.3259091,8.6733618,6.932653,4.7700558,4.3618073,6.1161566,0,0,0.73087144,7,0,-0.7524361,-0.3845655,0.063421823,2.3451672,-0.71851349,-0.26548082,0.15395373,2.5271323,-0.46573821,-0.20388909,0.1779595,2.6453135,0.75563014,2.9527521,2.9527521,3.3476655,3.3476655,-3.5005546,0,6.493835,5.6003976,0,14,14,1,0,9.2421875,3.8677685,1.76,6.3596392,2.5762124,1.1432217,1.1702701,1,0,1,0,3.194,-3.7367599,5.6553612,0,1,16,1,3,0,0,0,0,0.31173196,-0.31173196,0.30852181,0.98610705,67.651054,32.725533,0,0,0,0,0,63.233978,0,0,0,0,0,2.503756,0.98492754,0.39573789,0.015072487,0.015072487,0.60426211,0,163.61057,65.737732,2.503756,2.503756,100.37659,0,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,166.11432,0,0,0,166.11432,0,4,0,3,0,0,1,3.38307,10.999887,0,0,0,6.37115,18.868406,0,141.14548,0,10.486856,5.5763998,0,10.999887,0,16.858006,0,160.01389,0,0,9.2299995,0.64206427,5,2.5695729,7.3165565,166.11432,235.52979,0,0,0,0,163.61057,2.503756,0,182.222,279,21,76
s1c2c(cc1)cccc2,Benzo(b)thiophene,NIST2DMolFile,3.3570001,95-15-8,20.980759,1,1,0,0,0,0,9,0,15,0,0,9,9,19.093584,1.2729056,0,0,8,0,0,6,0,0,0,0,1,2.0252645,-2.1205862,-0.62136769,0.70881516,2.1179204,-1.8972691,-0.50028616,0.87493658,2.3802357,-1.7609569,-0.46521387,0.93492699,2.5148137,8.839242,0,0,10,16,0,10,0,0,0,6,0,6.1044478,5.6888466,4.4641018,5.3973413,4.4663267,3.7688379,2.4493587,3.5580783,0,0,0.78811473,4,0,-0.7669273,-0.39116561,0.111687,2.0101743,-0.5388732,-0.24316615,0.25324291,2.261342,-0.3957001,-0.19743015,0.29830217,2.3861437,0.083624557,0.97340053,0.97340053,2.8595212,2.8595212,-2.8729653,0,4.6299868,4.0588274,0,14,14,1,0,5.7600002,2.3195267,0.99653977,4.7081251,1.8421167,0.76953125,0.96365738,0,0,1,0,2.9909999,-2.8853099,4.2002654,0,1,10,1,2,0,0,0,0,0.16792662,-0.16792662,1,0.41347104,0,0,0,19.760618,0,0,0,81.251015,21.969158,0,0,0,0,0,1,0.83931947,0,0,0.16068053,0,122.98079,103.22017,0,0,19.760618,0,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,122.98079,0,0,0,122.98079,0,3,0,2,0,0,1,2.9013,0,0,0,0,0,0,0,107.35069,0,31.277687,4.1824999,0,0,0,0,3.3187551,104.03193,0,31.277687,0,0.80634952,4.321928,1.8961939,6.0279074,122.98079,162.60831,0,0,0,0,122.98079,0,0,134.202,79,9,46
Cc1c(C)cccc1,Benzene  1 2-dimethyl-,DSSTox2DMolFile,3.79,95-47-6,20.747931,1,1,0,0,0,0,6,0,18,0,0,8,8,17.839369,0.99107605,0,0,8,0,0,10,0,0,0,0,0,2.3570278,-2.3507404,-0.4184185,0.45129949,2.2882149,-2.1968319,-0.30415252,0.56460476,2.4425514,-2.0572729,-0.24054183,0.63114321,2.5930347,10.93207,0,0,6,18,0,8,1,0,0,12,0,5.9831276,5.309401,5.309401,5.9831276,3.8045304,2.8273504,2.8273504,3.8045304,0,0,0.6482805,4,0,-0.76844931,-0.33767274,-0.025732491,2.085763,-0.61190718,-0.21653849,0.073600292,2.2429025,-0.47906983,-0.15277179,0.12473771,2.3782048,0,1.5283216,1.5283216,2.8426673,2.8426673,-3.1731601,0,3.0649538,3.5371265,0,14,14,1,0,6.125,2.52,1.4876033,4.3645353,1.6948504,0.95031607,0.9246543,0,0,1,0,2.8418,-2.33272,3.6293876,0,1,6,1,1,0,0,0,0,0.061394688,-0.061394688,0.5,0.42004919,58.816898,0,0,0,0,0,0,67.651054,0,0,0,0,0,0,1,0.53492647,0,0,0.46507353,0,126.46796,67.651054,0,0,58.816898,0,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,126.46796,0,0,0,126.46796,0,3,0,1,0,0,0,2.3034401,0,0,0,0,6.37115,0,0,70.572739,0,66.652031,3.5915999,0,0,0,6.37115,0,70.572739,0,66.652031,0,0.8112781,4,1.8352377,5.6729054,126.46796,148.21979,0,0,0,0,126.46796,0,0,106.168,60,8,36
Oc1c(C)cccc1,Phenol  2-methyl-,DSSTox2DMolFile,3.855,95-48-7,18.456345,1,1,0,0,1,0,6,0,16,1,2,8,7,20.348516,1.2717823,0,0,7,0,0,8,0,0,1,0,0,2.3570278,-2.2787309,-0.52590424,0.59370512,2.2361045,-2.112051,-0.42788014,0.68649411,2.4235427,-1.991241,-0.40066308,0.72509223,2.5346923,8.745656,0,0,6,16,0,8,1,0,0,10,0,5.9831276,4.7566147,4.309401,4.9831276,3.8045304,2.550957,2.3273504,3.2271802,0,0,0.73169494,4,0,-0.76502132,-0.33592802,0.061813977,1.995406,-0.76188838,-0.22337985,0.13933696,2.1807983,-0.47862488,-0.18294433,0.16082628,2.2857056,0.87391162,3.3068266,1.5166491,1.5845782,1.5843452,-1.46657,0,3.25195,3.287946,-0.0025339138,9.5951061,14,1.0178356,0.0015125471,6.125,2.52,1.4876033,4.3645353,1.6948504,0.95031607,0.9246543,1,1,1,0,1.8940001,-1.1834,3.3518481,0,1,6,1,1,0,0,0,0,0.19269751,-0.19269751,0.65849721,0.98749197,63.233978,0,8.458519,0,0,0,0,31.616989,0,0,13.566921,0,0,0,1,0.38659564,0,0,0.61340433,0,116.87641,45.18391,0,0,71.692497,0,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,116.87641,0,0,0,116.87641,0,3,0,1,0,0,0,1.7006201,25.385227,0,0,0,3.185575,0,0,70.572739,0,38.569443,3.28438,0,25.385227,0,8.4290028,0,70.572739,0,33.326015,20.23,0.8112781,4,1.8352377,5.6729054,116.87641,136.77284,0,0,0,0,103.30949,0,13.566921,108.14,60,8,36
Clc1c(Cl)cccc1,Benzene  1 2-dichloro-,DSSTox2DMolFile,4.8060002,95-50-1,17.587172,1,1,0,0,0,0,6,0,12,0,0,8,8,17.509775,1.4591479,0,0,6,2,0,4,0,0,0,0,0,2.3570278,-2.1183028,-0.66620201,0.67871529,2.100204,-1.9100708,-0.45943233,0.95718324,2.3374765,-1.7871422,-0.4325445,0.97216678,2.4437144,5.2128282,0,0,6,12,0,8,1,0,0,6,0,5.9831276,5.577188,3.309401,3.9831276,3.8045304,2.9612436,1.8273503,2.6498299,0,0,0.95968264,4,0,-0.73684907,-0.40251675,0.0664308,1.8202971,-0.5400762,-0.21528791,0.37807593,2.0627494,-0.39814687,-0.17419454,0.3730143,2.1567404,0.51218694,0.79695737,0.79695737,3.2578387,3.2578387,-2.8959181,0,3.4930284,3.4950843,0,14,14,1,0,6.125,2.52,1.4876033,6.4624743,2.6814394,1.5946021,2.1660917,0,0,1,0,3.0880001,-2.8534601,3.6693804,0,1,6,1,1,0,0,0,0,0.16272944,-0.16272944,0.41908732,0.5,63.233978,9.0394926,0,0,0,0,0,0,59.163895,0,0,0,0,0,1,0.45012996,0,0,0.54987007,0,131.43736,59.163895,0,0,72.273468,0,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,131.43736,0,0,0,131.43736,0,3,0,1,0,0,0,2.9934001,0,0,0,0,0,0,7.0012131,70.572739,0,78.297287,3.6461999,0,0,0,7.0012131,0,70.572739,0,78.297287,0,0.8112781,4,1.8352377,5.6729054,131.43736,148.97841,0,0,0,0,131.43736,0,0,147.004,60,8,36
Clc1c(N)cccc1,Benzenamine  2-chloro-,DSSTox2DMolFile,5.461,95-51-2,17.840757,1,1,0,0,0,0,6,0,14,1,1,8,7,22.283419,1.5916728,0,0,6,1,0,6,0,1,0,0,0,2.3570278,-2.2056377,-0.61380279,0.65177876,2.1369517,-2.3195913,-0.43351904,0.84007442,2.3416693,-1.8532686,-0.41066784,0.87120628,2.4912779,6.319242,0,0,6,14,0,8,1,0,0,8,0,5.9831276,5.0206447,3.309401,3.9831276,3.8045304,2.6829722,1.8273503,2.6498299,0,0,0.8685075,4,0,-0.80664098,-0.37783164,0.062006153,1.8970643,-1.3342063,-0.20459056,0.27074036,2.1009734,-0.40545639,-0.17183983,0.28122684,2.2272799,1.2984447,3.1432679,0.52337748,1.8638211,1.8638211,-1.883273,0,3.5111794,3.4248266,0,14,14,1,0,6.125,2.52,1.4876033,4.9640274,1.9722414,1.1288815,1.2237825,1,2,1,0,1.824,-1.84005,3.5121439,1,1,6,1,1,0,0,0,0,0.18066953,-0.18066953,0.4458434,0.5508303,63.233978,11.219297,0,0,0,0,0,0,47.324436,0,0,0,0,0,1,0.38861328,0,0,0.61138672,0,121.77771,47.324436,0,0,74.453278,0,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,121.77771,0,0,0,121.77771,0,3,0,1,0,0,0,1.9222,32.897186,0,0,0,0,0,3.5006065,70.572739,0,41.905392,3.5864401,0,0,0,3.5006065,2.7567475,103.46992,0,39.148643,26.02,0.8112781,4,1.8352377,5.6729054,121.77771,139.92509,0,0,0,17.742489,104.03522,0,17.742489,127.574,60,8,36
Nc1c(C)cccc1,Benzenamine  2-methyl-,DSSTox2DMolFile,5.3140001,95-53-4,19.421137,1,1,0,0,0,0,6,0,17,1,1,8,7,21.306059,1.2532976,0,0,7,0,0,9,0,1,0,0,0,2.3570278,-2.3146374,-0.46215281,0.52668959,2.2431901,-2.3472545,-0.34312645,0.64489585,2.4058957,-2.0015779,-0.31464106,0.6771825,2.5661595,9.1788626,0,0,6,17,0,8,1,0,0,11,0,5.9831276,4.8867512,4.309401,4.9831276,3.8045304,2.6160254,2.3273504,3.2271802,0,0,0.70288038,4,0,-0.8120153,-0.33233356,0.02892926,2.0303533,-1.3344336,-0.20556323,0.13115349,2.1924968,-0.47854674,-0.16377728,0.14482801,2.3377371,0.99779367,3.4409342,0.83781523,1.4443904,1.4443904,-1.4642438,0,3.309351,3.4474871,0,14,14,1,0,6.125,2.52,1.4876033,4.0319943,1.5429013,0.85359609,0.77762109,1,2,1,0,1.53,-1.26623,3.4743299,1,1,6,1,1,0,0,0,0,0.1129936,-0.1129936,0.58462715,0.89143497,61.02544,6.6995511,0,0,0,0,0,33.825527,0,17.742489,0,0,0,0,1,0.4322803,0,0,0.5677197,0,119.29301,51.56802,0,0,67.724991,0,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,119.29301,0,0,0,119.29301,0,3,0,1,0,0,0,1.57722,32.897186,0,0,0,3.185575,0,0,70.572739,0,36.082764,3.55914,0,0,0,3.185575,2.7567475,103.46992,0,33.326015,26.02,0.8112781,4,1.8352377,5.6729054,119.29301,139.54579,0,0,0,17.742489,101.55052,0,17.742489,107.156,60,8,36
Clc1c(O)cccc1,Phenol  2-chloro-,DSSTox2DMolFile,4.2379999,95-57-8,16.875965,1,1,0,0,1,0,6,0,13,1,2,8,7,20.986301,1.6143309,0,0,6,1,0,5,0,0,1,0,0,2.3570278,-2.145139,-0.66071117,0.68877298,2.1182137,-1.9432596,-0.4590818,0.87488115,2.3645248,-1.8234243,-0.43248072,0.93910217,2.4452765,5.886035,0,0,6,13,0,8,1,0,0,7,0,5.9831276,4.8905082,3.309401,3.9831276,3.8045304,2.6179037,1.8273503,2.6498299,0,0,0.90059102,4,0,-0.75629067,-0.39799678,0.067244321,1.8586297,-0.76168412,-0.22274789,0.18412755,2.089942,-0.42738563,-0.18354914,0.30935797,2.1713185,1.1278956,2.8277042,1.0019962,2.0627854,2.0732722,-1.9279555,0,3.4599848,3.2661188,-0.11265207,7.8963547,14,1.4219433,0.071252488,6.125,2.52,1.4876033,5.345221,2.1506782,1.2449301,1.4369814,1,1,1,0,2.188,-1.75722,3.3843648,0,1,6,1,1,0,0,0,0,0.26915649,-0.26915649,0.52515149,0.70243233,63.233978,4.5197463,8.458519,0,0,0,0,0,29.581947,0,13.566921,0,0,0,1,0.36149853,0,0,0.63850147,0,119.36111,43.148869,0,0,76.212242,0,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,119.36111,0,0,0,119.36111,0,3,0,1,0,0,0,2.0455999,25.385227,0,0,0,0,0,3.5006065,70.572739,0,44.392071,3.3116801,0,25.385227,0,8.7440348,0,70.572739,0,39.148643,20.23,0.8112781,4,1.8352377,5.6729054,119.36111,137.15216,0,0,0,0,105.79419,0,13.566921,128.558,60,8,36
Clc1c(N)cc(Cl)cc1,Benzenamine  2 5-dichloro-,DSSTox2DMolFile,4.744,95-82-9,19.353966,1,1,0,0,0,0,6,0,14,1,1,9,8,24.183554,1.7273967,0,0,6,2,0,5,0,1,0,0,0,2.4091668,-2.1953521,-0.63180977,0.63632208,2.1489837,-2.3178458,-0.34699446,0.95428807,2.3686044,-1.8418406,-0.33739927,0.96906018,2.5038035,5.6460352,0,0,6,14,0,9,1,0,0,8,0,6.8533711,6.077188,3.2320509,3.8533711,4.1983771,3.1606023,1.7380339,2.4663265,0,0,0.98833424,5,0,-0.80591536,-0.39151865,0.043549061,1.9071444,-1.3341887,-0.14367045,0.38881755,2.1363947,-0.40545291,-0.12174359,0.40429282,2.2478561,1.6052672,3.1619737,0.5640766,2.4699841,2.4699841,-2.5024431,0,3.7127881,3.8565223,0,14,14,1,0,7.1111112,2.7222223,1.704142,7.0133772,2.6796961,1.6744504,2.088191,1,2,1,0,2.4530001,-2.5743401,3.9566464,1,1,6,1,1,0,0,0,0,0.26285085,-0.26285085,0.30964527,0.37850615,47.425484,15.739044,0,0,0,0,0,0,76.90638,0,0,0,0,0,1,0.54905319,0,0,0.45094678,0,140.07091,76.90638,0,0,63.164528,0,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,140.07091,0,0,0,140.07091,0,3,0,1,0,0,0,2.5755999,32.897186,0,0,0,0,0,7.0012131,52.929554,0,81.054039,4.08744,0,0,0,7.0012131,2.7567475,85.826744,0,78.297287,26.02,0.7642045,4.1699252,2.0374763,6.0213828,140.07091,158.83189,0,0,0,17.742489,122.32842,0,17.742489,162.019,84,10,42
Clc1c(Cl)cc(O)c(Cl)c1,Phenol  2 4 5-trichloro-,DSSTox2DMolFile,4.921,95-95-4,19.902378,0,0,1,1,1,0,6,0,13,1,2,10,9,23.086166,1.775859,0,0,6,3,0,3,0,0,1,0,0,2.5164964,-2.1187823,-0.67402476,0.67889851,2.1454673,-1.9020923,-0.37941074,0.96372712,2.4143631,-1.7952222,-0.36091083,1.0321429,2.4779766,4.5396209,0,0,6,13,0,10,1,0,0,7,0,7.7236147,7.0035944,3.1547005,3.7236147,4.6090608,3.5791476,1.6547005,2.2996597,0,0,1.1112119,5,0,-0.75446445,-0.40749541,0.052447271,1.8802396,-0.76162618,-0.16083506,0.44715321,2.1603618,-0.42721307,-0.12960576,0.43089816,2.2161152,1.7039058,2.4876056,0.74286216,3.3872216,3.3961229,-3.2470238,0,3.8525221,4.1280766,-0.041308306,8.3656416,14,1.1877728,0.025149653,8.1000004,2.9387755,1.75,9.73248,3.6074834,2.1858258,3.5109761,1,1,1,0,3.444,-3.2258,4.2505817,0,1,6,1,1,0,0,0,0,0.43173108,-0.43173108,0.32947174,0.43785447,31.616989,13.559239,8.458519,0,0,0,0,0,88.745842,0,13.566921,0,0,0,1,0.65607178,0,0,0.34392822,0,155.94751,102.31276,0,0,53.634747,0,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,155.94751,0,0,0,155.94751,0,3,0,1,0,0,0,3.3524001,25.385227,0,0,0,0,0,10.50182,35.286369,0,122.68936,4.3136802,0,25.385227,0,15.745248,0,35.286369,0,117.44593,20.23,0.72192812,4.321928,2.1110144,6.3436699,155.94751,174.96573,0,0,0,0,142.38058,0,13.566921,197.448,111,13,48
S=C1NCCN1,2-Imidazolidinethione,DSSTox2DMolFile,3.5880001,96-45-7,14.380758,1,1,0,0,1,0,0,0,12,2,3,6,2,20.754887,1.729574,0,0,3,0,0,6,0,2,0,0,1,2.2356269,-2.3926523,-0.48301697,0.54395586,2.4986761,-2.5939589,-0.43394226,0.70497382,2.3102355,-2.1393142,-0.22052512,0.82740772,2.810472,9.0192423,0,0,0,12,1,6,0,0,0,11,0,4.4057775,4.1389585,1.9142135,1.9915638,2.8938468,2.3194792,0.5,0.5,0,0,0.9530943,3,0,-0.85011029,-0.36180958,0.11405306,1.9056369,-1.1962196,-0.40690717,0.22100168,1.7948239,-0.50988191,-0.12905304,0.2750431,2.2116935,3.8424857,4.4116755,1.6379108,-0.56681669,-0.56681669,-0.38672456,0,1.2356981,2.6743302,0,14,14,1,0,4.1666665,1.6326531,0.97959185,3.8896852,1.4992954,0.88483,0.97196448,2,2,1,0,-0.64300001,-0.96981001,2.6891148,0,1,5,1,1,0,0,0,0,0.38386217,-0.38386217,0.31857014,0.5,13.166624,0,71.983521,0,0,0,0,0,0,0,11.365152,0,0,0,1,0.11775493,0,0,0.88224506,0,96.515297,11.365152,0,0,85.150146,0,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,96.515297,0,0,0,96.515297,0,2,0,1,0,0,0.83333331,-0.5359,36.0215,0.28452146,0,36.879158,0,0,0,0,0,45.192028,2.86044,0,0,36.0215,0,0,0,37.163677,45.192028,56.150002,0.91829586,3.5849626,1.4294733,4.7962174,96.515297,100.84312,31.384512,0,0,11.365152,40.59901,13.166624,42.749664,102.161,26,2,26
Clc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1,Benzene  1-chloro-2 4-dinitro-,DSSTox2DMolFile,5.4029999,97-00-7,20.148378,1,1,0,0,0,0,6,0,16,0,0,13,9,33.735336,2.1084585,0,0,6,1,0,3,0,2,4,0,0,2.5624354,-2.0755141,-0.58216965,0.64232963,2.2879765,-2.0210924,-0.38980702,0.82615101,2.3964055,-1.8744768,-0.36716115,0.86405349,2.4873538,6.2116208,2,0.15384616,6,16,2,13,1,2,0.15384616,8,0,10.008072,6.8933644,3.2320509,3.8533711,6.0197444,3.482491,1.7380339,2.4663265,0,0,1.0857102,6,0,-0.67780912,-0.41832727,0.065037943,2.0811851,-0.81282222,-0.17235646,0.26277843,2.2012844,-0.49522686,-0.14140707,0.31680036,2.3011279,5.9272099,2.7570353,2.7570353,2.8099794,2.8099794,-3.2740257,0,5.6809735,4.4288244,0,14,14,1,0,11.076923,4.4814816,2.7210884,8.5823393,3.3909965,2.0178041,2.2386677,6,0,1,0,2.4030001,-3.69963,4.2369061,1,1,6,1,1,2,0,0,0,1.1089737,-1.1089737,0.27453077,0.23291397,15.808495,23.864563,4.5197463,15.808495,0,6.6995511,6.6995511,0,29.581947,0,0,0,67.862099,0,0.52435565,0.57036704,0.39721569,0.47564438,0.42963293,0.078428671,89.583244,97.444046,67.862099,81.2612,73.400398,13.399102,0.5,1,0,0,0,0,1,0,0,0,1,0,170.84444,0,0,0,170.84444,0,3,1,1,0,0,0,2.1564,0,14.171232,0,101.87002,0,0,3.5006065,52.929554,0,44.66214,4.4760799,14.171232,0,101.87002,3.5006065,5.513495,52.929554,0,39.148643,91.639999,0.6193822,4.7004399,2.4961061,7.1105013,170.84444,183.7774,0,0,0,0,102.98235,67.862099,0,202.55299,240,18,62
S=C(SC(=S)N(C)C)N(C)C,Thiodicarbonic diamide (((H2N)C(S))2S)  tetramethyl-,DSSTox2DMolFile,4.8559999,97-74-5,29.461515,1,0,0,1,2,0,0,0,23,0,2,11,5,38.757713,1.685118,0,0,6,0,0,12,0,2,0,0,3,3.6897399,-2.4968958,0.0081453342,0.03942275,2.3531368,-2.571686,0.123,0.18678321,2.3190184,-2.162575,0.1057,0.4135223,2.7344394,21.638483,2,0.2,0,22,2,10,2,4,0.40000001,20,0,9.0165081,9.5686617,5,5.1547008,4.9472647,4.6855578,0,0,0,0,0.92428511,6,0,-0.85065621,-0.22844499,-0.12057725,2.029284,-0.96149409,-0.17056775,-0.037,2.0799382,-0.50341976,-0.054299999,0.15682054,2.4131072,5.8533659,3.8277159,3.8277159,1.7654104,1.7654104,-2.7195888,0,2.4547212,5.5036135,0,14,14,1,0,11,4.7928996,4.4444447,13.033759,5.7804494,5.4442778,6.8491807,2,0,1,0,1,-3.7713001,5.6033273,0,1,0,1,0,2,0,0,0,0.60553318,-0.60553318,0.19037598,0.42046237,0,135.59784,62.769024,0,0,0,0,21.303349,19.760618,0,0,0,0,0,1,0.1715066,0,0,0.82849342,0,239.43083,41.063969,0,0,198.36687,0,0.5,1,0,0,0,0,1,0,0,0,1,0,239.43083,0,0,0,239.43083,0,3,0,0,0,0,0.81818181,1.4126,0,6.2486277,0,0,0,131.58875,0,0,0,122.6036,6.0163999,0,6.2486277,0,0,0,0,0,254.19235,70.660004,0.64681429,4.321928,2.502368,6.5948482,239.43083,212.35655,62.769024,0,0,0,155.35846,21.303349,62.769024,208.37401,168,12,46
S(SC(=S)N(CC)CC)C(=S)N(CC)CC,Thioperoxydicarbonic diamide (((H2N)C(S))2S2)  tetraethyl-,DSSTox2DMolFile,6.3930001,97-77-8,44.735859,0,0,1,3,2,0,0,0,36,0,2,16,10,56.459457,1.5683182,0,0,10,0,0,20,0,2,0,0,4,3.9460464,-2.6021349,0.0027175478,0.042751018,2.4936855,-2.6454418,0.123,0.21823746,2.5049956,-2.3048589,0.1057,0.44460449,2.8242242,30.38414,7,0.46666667,0,35,2,15,4,9,0.60000002,33,0,12.552042,13.621834,7.8284273,7.9831276,7.5992842,8.4900417,2.8284271,2.8284271,0,0,0.89546567,9,0,-0.84630919,-0.24172267,-0.11724898,2.3062265,-0.95778346,-0.10039216,0.048683427,2.3888304,-0.51822865,-0.054299999,0.20964617,2.6512427,6.6634164,3.9018738,3.9018738,3.0013111,3.0013111,-4.209239,0,2.5648642,7.9871688,0,14,14,1,0,16,9.0740738,5.7777777,19.699959,11.330126,7.2901154,13.950189,2,0,1,0,3.316,-6.1839399,8.1800175,0,1,0,1,0,7,0,0,0,0.61951035,-0.61951035,0.18679988,0.41486064,138.93715,81.198021,62.769024,0,0,0,0,0,43.473358,0,0,0,0,0,1,0.1331996,0,0,0.86680043,0,326.37756,43.473358,0,0,282.90421,0,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,326.37756,0,0,0,326.37756,0,5,1,0,0,0,0.875,3.6212001,0,6.2486277,0,73.758316,0,0,0,0,0,284.05161,8.6224003,0,6.2486277,0,0,0,0,73.758316,284.05161,70.660004,0.521222,4.9068904,3.0567408,7.6862431,326.37756,308.65283,62.769024,0,0,0,242.30518,21.303349,62.769024,296.548,502,21,66
